년도	가수	제목	남녀	장르	최고순위	작사가	작곡가	소속사	가사
20110506	서인영	세수	Female	발라드	34	박선주 (Pak Sun Zoo)	박근태	스타제국	세수를 해야겠어요 씻고 나면 좀 괜찮겠죠 손톱이 자라나듯 금새 잊을거라고 사람들은 쉽게 말하지만 지워서 지워지는 사랑이 아닐까봐 널 잡지 않았던게 후회 될까봐 속눈썹을 떼내고 화장을 닦아내면 사랑한 지난날도 지워질까봐 거울을 바라보다 니 사진 쳐다보다 너라는 그리움 숨이 차게 차올라 결국 참았던 눈물이 터져 나오다 보고싶다 혼자 중얼거린다 이별이 익숙해져서 며칠 지나고 나면 괜찮다며 다시 거울을 보고 내가 나를 달래며 했던 말 또 하는 날 어떻게 하니 지워서 지워지는 사랑이 아닐까봐 널 잡지 않았던게 후회 될까봐 속눈썹을 떼내고 화장을 닦아내면 사랑한 지난날도 지워질까봐 거울을 바라보다 니 사진 쳐다보다 너라는 그리움 숨이 차게 차올라 결국 참았던 눈물이 터져 나오다 보고싶다 혼자 중얼거린다 일 년이 지난 후에도 십 년이 지난 후에도 사랑은 너 하나일까봐 너 하나 뿐일까봐 아무리 생각해도 아무리 지워봐도 비우고 비워내도 난 너여야만 하나봐 사랑했던 자리에서 기다릴게요 아무래도 난 네 여자인가봐
20110419	에이핑크	몰라요	Female	댄스	49	슈퍼창따이	슈퍼창따이	플레이엠 엔터테인먼트	이러지 마요 Baby 그대는 몰라요 내 맘을 아직도 그대는 몰라요 멈추지 마요 이젠 시간이 없어요 자꾸만 커지는 내 마음을 그댄 모르죠 하루에도 수백 번 니 생각해 모를 껄 어쩜 이렇게도 내 맘 모르니 하는 수 없지 뭐 내가 고백해 한발 다가가면 두발 멀어지지만 조금 더 가까이 옆에 꼭 붙어 서서 안 놔 줄래 오늘은 내 맘 모두 보여줄래 어쩜 그리도 바보 같은지 수백 번을 눈칠 줘도 내 맘을 몰라 넌 난 항상 이런데 어쩜 그리 몰라요 자꾸 떨려요 매일 그대 생각해요 자꾸만 커지는 내 마음을 그댄 모르죠 하루에도 수백 번 니 생각해 모를 껄 어쩜 이렇게도 내 맘 모르니 하는 수 없지 뭐 내가 고백해 한발 다가가면 두발 멀어지지만 조금 더 가까이 옆에 꼭 붙어 서서 안 놔 줄래 오늘은 내 맘 모두 보여줄래 어쩜 그리도 바보 같은지 수백 번을 눈칠 줘도 내 맘을 몰라 넌 난 항상 이런데 어쩜 그리 몰라요 매일 잠도 못 자 나 돌아서서 날 좀 봐 이제부터 다가가 너가 나의 for my love 아직도 그댄 몰라요 어쩜 그리도 바보 같은지 수백 번을 눈칠 줘도 내 맘을 몰라 넌 난 항상 이런데 어쩜 그리 몰라요
20110414	달샤벳	핑크 로켓 (Pink Rocket)	Female	댄스	56	이트라이브 (E-TRIBE)	이트라이브 (E-TRIBE)	해피페이스 엔터테인먼트	몰라 몰라 너무 몰라 A Let's roll baby Come on 몰라 몰라 아이 몰라 Please Show me baby 하루 종일 어지러워 죽겠어 나도 몰래 빠져버린 나의 맘은 또 I like it like it my boy I like it like it boy I like it like it my baby baby 너만 보면 눈이 부셔 죽겠어 첫 눈에 반해버린 나의 맘은 또 I like it like it my boy I like it like it boy I like it like it my baby baby 오 나를 쳐다봐 쳇 딴 곳을 바라봐 자꾸 장난치지마 baby 또 너를 따라가 쳇 딴 청을 피워 나 또 몰래 숨어서 꿈꾸는 난 핑크 로켓 핑크 로켓 타자 high yeah 달콤한 사랑을 띄워 핑크 로켓 핑크 로켓 타자 high yeah 상콤한 사랑을 띄워 Hey Tell me Tell me What'd I say Wo Work it out boy Work it out girl Rat tat tat tat Bad Boy 맘을 흔들어 자꾸 흔들어 Hey Show me Show me Come on baby Wo Work it out boy Work it out girl That That That That That Boy You're Bad Bad Bad Bad Bad Boy 너무 놀라 숨이 막혀 죽겠어 넌 몰라 나의 맘은 Pinky fantasy I like it like it my boy I like it like it boy I like it like it my baby baby 눈 감아도 너만 보여 죽겠어 귓가에 아 간지러운 목소리 I like it like it my boy I like it like it boy I like it like it my baby baby 오 말을 건넬까 쳇 좀 더 기다릴까 고민 고민하다가 baby 상처를 받을까 쳇 상상만 하잖아 너 몰래 숨어서 꿈꾸는 난 핑크 로켓 핑크 로켓 타자 high yeah 달콤한 사랑을 띄워 핑크 로켓 핑크 로켓 타자 high yeah 상콤한 사랑을 띄워 핑크 로켓 핑크 로켓 타자 high yeah 나의 맘은 쿵쿵 뛰어 핑크 로켓 핑크 로켓 타자 high yeah 니가 좋아 쿵쿵 뛰어 I'm so high 몰라 몰라 너무 몰라 넌 정말 내 맘을 몰라 Baby 몰라 몰라 아이 몰라 오늘도 너를 따라가 Hey Tell me Tell me What'd I say Wo Work it out boy Work it out girl Rat tat tat tat Bad Boy 맘을 흔들어 자꾸 흔들어 Hey Show me Show me Come on baby Wo Work it out boy Work it out girl That That That That That Boy You're Bad Bad Bad Bad Bad Boy
20110429	of 비스트	안을까 말까	Male	댄스	65	신사동 호랭이	신사동 호랭이	큐브엔터테인먼트	두근거린 느낌 가슴 설렌 마음 이렇게 난 또 멍하게 바라만 봐 어제와 똑같이 널 바래다 주면 돌아선 네 모습에 몇 번이고 고민해 자꾸만 뒤에서 너 널 바라만 봐 계속 나 난 너의 뒤에 서면 난 용기 있는 멋진 남자 하지만 앞에선 나 난 쳐다보지도 못해 또 난 이제는 걱정 말고 그냥 확 너의 뒤에 서서 망설여 난 계속 이대로 안을까 말까 안을까 말까 널 오늘은 반드시 꼭 따뜻한 가슴에 난 너를 안을까 말까 안을까 말까 너무 망설여져 또 yeah this is ma lady 보통 뒷모습이 아름다운 여자는 그리 예쁘지 않다고 하던데 넌 어 어디서 봐도 너무나 예뻐 안을까말까 고민하는 사이 내 생각을 다 눈치챈듯이 어느새 저 멀리 가버린 그대 날 밀고 당기나요 이런 나의 모습 실망하진 않을까 널 위한 거라고 변명이라도 할까 손잡을 때처럼 그냥 물어볼까 오늘도 수없이 내 머리가 복잡해 자꾸만 날 보면 방끗 미소를 띄우면 나는 준비한 말도 입에서 나오지가 않아 오늘도 이렇게 너를 뒤에서 바라보면 또 난 오늘은 아무 생각 말고 그냥 확 너의 뒤에 서서 망설여 난 계속 이대로 안을까 말까 안을까 말까 널 오늘은 반드시 꼭 따뜻한 가슴에 난 너를 안을까 말까 안을까 말까 너무 망설여져 또 이런 고민하는 나도 참 행운이야 당신 같은 여자와 함께 하니까 언제나 함께 할 순 없겠지만 지금 이순간은 행복하니까 you are ma lucky star 별들은 많잖아 그중에서도 좀 특별한 뭐 말로 표현이 다 안되겠지만 girl thanks a lot 오늘도 이렇게 너의 앞에 서서 너를 안을까 말까 안을까 말까 널 널 향한 마음을 꼭 보여줘 반드시 난 너를 안을까 말까 안을까 말까 그냥 안아 버릴래
20110518	제시카	눈물이 넘쳐서	Female	발라드, 국내드라마	72	김지수	김지수	SM Entertainment	조금씩 그대 곁으로 다가가요 조금씩 어느새 그대 보이는 곳 끝까지 왔네요 이렇게 바라만보다 끝나는 건 아니겠죠 오늘도 나라는 여잔 여기에 서 있는데 눈물이 넘쳐서 또 강물이 되고 또 바다가 되면 그대 내 맘을 알까요 좀더 알고 싶나요 너만 사랑하는 날 내 편이 되어서 또 한없이 웃고 또 한없이 울면 안돼요 너무 아파도 그대만 사랑할 나니까 어쩌다 내 맘이 그댈 담은 거죠 어쩌다 온종일 같은 자리만 맴도는 날 알까요 차갑게 아주 차갑게 느껴질까 외로운 바람 얼마나 외롭게 불어 오는지 그대는 몰라요 눈물이 넘쳐서 또 강물이 되고 또 바다가 되면 그대 내 맘을 알까요 좀더 알고 싶나요 너만 사랑하는 날 내 편이 되어서 또 한없이 웃고 또 한없이 울면 안돼요 너무 아파도 그대만 사랑할 나니까 그 자리에 있는 너 아무 대답 없는 널 내 가슴이 원하잖아요 널 바라보는 사랑 기다릴 순 없나요 내가 닿을 수 있게 날 사랑한다면 뒤돌아봐줘요 조금만 더 빨리 그대 흔들리기 전에 타 없어지기 전에 내 손을 잡아 줘요 내 편이 되어서 또 한없이 웃고 또 한없이 울면 안돼요 너무 아파도 그대만 사랑할 나니까
20110509	인피니트	Can U Smile (Broadcasting Ver.)	Male	댄스	73	한재호, 김승수, 송수윤	한재호, 김승수	울림 엔터테인먼트	아주 오래 전 너를 보았던 그 느낌을 기억해 난 너를 알았던 나를 알았던 그 시절이 생각나 너를 닮고 싶던 어울리고 싶던 간절했던 시간을 난 다시 생각해 다 지나간 한낱 추억 뿐인걸 And, Can you smile 니가 원하잖아 니가 바라잖아 내 맘 만으로는 널 잡을 수가 없는가봐 And, Can you smile 내가 가라잖아 난 괜찮다잖아 마지막 너에게 난 이것 밖엔 못 주나봐 이미 오래 전 내가 받았던 니 마음을 기억해 난내겐 넘치던 니가 고맙던 그 시절이 생각나 가장 사랑할 때 가장 행복할 때 이별을 마주했어 내겐 참 넘쳐서 미안해서 잡아둘 순 없는걸 And, Can you smile 니가 원하잖아 니가 바라잖아 내 맘 만으로는 널 잡을 수가 없는가봐 And, Can you smile 내가 가라잖아 난 괜찮다잖아 마지막 너에게 난 이것 밖엔 못 주나봐 그래도 그래도 결국 그래도 난 하지만 아마도 결국 그래도 난 그래도 그래도 결국 그래도 난 하지만 결국 그래도 난 그래 빈번해진 니 그 말 답답했어 변해진 내 말투와 행동이 할말 없게 만든다고 화만 나게 돋군다고 쏘아대며 격해진 밤 하늘에 별이 밝혀줬지 달이 비춰줬지 항시 갈 길 갔지 별들과 밤이 온다 다른 별에 가려질 뿐 the moon always stay there I'll always be here for you want you And, Can you smile 널 잡고 싶지만 붙잡고 싶지만 내 곁에 있어서 넌 웃음을 잃어가잖아 And, Can you smile 내가 가라잖아 난 괜찮다잖아 내 곁을 떠나야 넌 행복할 수 있으니까
20110518	김보경	잊어도 지워도	Female	발라드	76	윤상선	송양하	Sony Music	그랬죠 다른 사람을 만나면 표정도 향기도 잊을 수 있을 꺼야 믿었죠 하루가 수없이 가고 슬픔이 마르면 추억이 될 거 라고 난 괜찮아요 걱정은 말아요 난 떠나가요 거짓말을 믿어줘 잊어도 지워도 니 모습 생각 나는데 슬프고 아파도 다가 설수가 없는데 혹시나 마주친대도 제발 모른 척 해줘요 아무 일도 없던 듯이 널 지우고 웃을 테니 그래요 그렇게 나를 떠난 후 남겨진 심장은 잠시 또 멈췄지만 괜찮죠 내일이 수 없이 와도 그대와 함께한 시간이 뛸 꺼 라고 난 괜찮아요 걱정은 말아요 난 떠나가요 거짓말을 믿어줘 잊어도 지워도 니 모습 생각 나는데 슬프고 아파도 다가 설수가 없는데 혹시나 마주친대도 제발 모른 척 해줘요 아무 일도 없던 듯이 널 지우고 함께한 시간이 내 안에 살고 있는데 차가운 눈물이 내 얼굴을 적시는데 니가 나에게 준 사랑그것 만으로 충분해 거기까지 기억 할게 아픈 사랑이젠 안녕
20110429	장재인	그대는 철이 없네 (Feat. 김지수)	Mixed	포크/블루스	83	장재인	장재인	키위뮤직	마주본 식탁에 성의 없는 젓가락질 시간이 지루하네 느리게 흘러가네 마주본 그대의 성의 없는 반찬을 보면 그대는 철이 없네 우리 둘 변해가네 열두시가 지나가면 또 멀어져가 할 말이 있다면 제대로 말해줘 내 앞에서 철수 그대가 주었던 환상 이젠 모두 사라지네 영희 너에게 걸었던 기대 이젠 모두 멀어지네 멀어져 가는데 내 맘은 어디로 마주본 눈빛에 애정이 보이지 않아 그대는 철이 없네 추억도 변해가네 그대는 몰라 내 맘을 몰라 넋이 나가 밥만 먹어대는 내 맘을 몰라 그댄 정말 몰라 내 맘을 몰라 넋이 나가 밥만 먹어대는 내 맘을 몰라 열두시가 지나가면 또 멀어져가 할 말이 있다면 제대로 말해줘 덤비진 마 철수 그대가 주었던 환상 이젠 모두 사라지네 영희 너에게 걸었던 기대 이젠 모두 멀어지네 멀어져가 오 철없는 그대가 보았던 유리구둔 이제 사라지네 영원할 우리가 걸었던 마법 이젠 모두 없어지네 없어져 가는데 내 맘은 어데로 영원할 우리가 변해온 모습을 보면 사랑은 참 알 수 없네 아직도 고개를 저어 밥맛이 좋지 않아 숟가락을 내려놓네
20110422	걸스데이	너의 마음을 내게 준다면	Female	발라드, 국내드라마	92	최연제	Joey Carbone	드림티 엔터테인먼트	내게 전해줘 그대의 사랑이 마음속 깊이 느낄 수 있도록 홀로 견딜 수만 없는 그대 마음을 난 알고 있어요 내게 말해줘 날 사랑 한다고 돌아서면 난 없을지도 몰라 이제 더 이상 난 기다릴 순 없어요 홀로이 서 있는 그대는 그저 눈물만 보이고 있네요 왠지 난 슬퍼져요 이제 난 견딜 수 없어요 그대도 누군갈 원하잖아요 이 마음 느끼나요 내게 전해줘 그대의 사랑이 마음속 깊이 느낄 수 있도록 홀로 견딜 수만 없는 그대 마음을 난 알고 있어요 내게 말해줘 날 사랑 한다고 돌아서면 난 없을지도 몰라 이제 더 이상 난 기다릴 순 없어요 이 세상 끝까지 라도 가리 그대가 있다면 아직은 힘겹지만 이 마음만은 변함 없으니 내게 전해줘 그대의 사랑이 마음속 깊이 느낄 수 있도록 홀로 견딜 수만 없는 그대 마음을 난 알고 있어요 내게 말해줘 날 사랑 한다고 돌아서면 난 없을지도 몰라 이제 더 이상 난 기다릴 순 없어요 이제 더 이상 난 기다릴 순 없어요
20110516	쥬얼리	Pass	Female	댄스	97	김건우	김건우	스타제국	Hey boy Don't push your luck Don't push your luck Don't push your luck 이젠 Pass 너는 Pass 참을만큼 참았단 말야 답답해 지루해 부탁해 제발 꺼져버려 늘 네 기준에 날 맞추고 se se se se Set 한심한 눈으로 날 보고 c c c c c See 따분한 Derby match 따뜻한 말은 없지 이럴바엔 이제 그만 Break it up Break it down 그게 사랑이라고 착각하지마 U must be out of your mind U must be out of your mind 널 보면 숨 쉴 수가 없어 정말 이게 사랑은 아닌듯 해 이젠 Pass 너는 Pass 참을만큼 참았단 말야 답답해 지루해 부탁해 제발 꺼져버려 난 항상 Freely Freely Lovely Lovely but Picky Picky e oh e oh e oh e 넌 Boring Boring Ugly Ugly but Cocky Cocky e oh e oh e oh e 영원히 날 가둬 놓으려 했니 la la la la la Lock 아님 내가 싫어졌던 거니 lo lo lo lo lo Low 뻔뻔한 Fussy manner 기가 막힌 Scandal 이럴바엔 이제 그만 Break it up Break it down 네가 전부일거라 믿고 있었니 U must be crazy now U must be crazy now 절대 딴 데 가지 못 할 것 같니 착각도 너처럼 뻔뻔해 해 이젠 Pass 너는 Pass 참을만큼 참았단 말야 답답해 지루해 부탁해 제발 꺼져버려 난 항상 Freely Freely Lovely Lovely but Picky Picky e oh e oh e oh e 넌 Boring Boring Ugly Ugly but Cocky Cocky e oh e oh e oh e 클럽엔 왜 가 일찍 들어가 짧은 옷 입지마 What's gotten into U 바람피지 말란 말 너만 바라보란 말 내가 니꺼라는 말 I think I'll pass 이젠 Pass 너는 Pass 참을만큼 참았단 말야 답답해 지루해 부탁해 제발 꺼져버려 이젠 Pass 너는 Pass 참을만큼 참았단 말야 답답해 지루해 부탁해 제발 꺼져버려 e oh e oh e oh e e oh e oh e oh e e oh e oh e oh e
20110601	시크릿	별빛달빛	Female	댄스	1	김기범, 강지원	김기범, 강지원	TS엔터테인먼트	슈비두바 빠빠빠 슈비두바 빠빠빠 랄랄랄라라 라라리라 장미꽃 한송이 받고 너에게 고백을 받고 내 맘은 샤랄라라라 샤랄라라라 밤 하늘의 별도 노래해 너는 내 어디가 좋아 나는 네 모든 게 좋아 니 맘도 샤랄라라라 세상모든게 다 아름다워 자꾸 생각나 몰래 가슴 떨려와 어쩌면 좋아 어쩌면 좋아 정말 이런 기분 처음이야 너는 내 별빛 내 마음의 별빛 넌 나만의 달빛 소중한 내 달빛 그저 바라만보고 나를 위해 비춰주는 그런 사람 너는 내 하늘 하나뿐인 하늘 넌 나만의 바다 소중한 내 바다 서로 바라만 봐도 변함없이 미소 짓는 그런 사람 OH MY LOVE 슈비두바 빠빠빠 슈비두바 빠빠빠 랄랄랄라라 라라리라 구름이 우릴 가려도 두둥실 흘러가듯이 언제나 샤랄라라라 샤랄라라라 오 내 사랑 사랑 오 내 사랑 자꾸 생각나 몰래 가슴 떨려와 어쩌면 좋아 어쩌면 좋아 정말 이런 기분 처음이야 너는 내 별빛 내 마음의 별빛 넌 나만의 달빛 소중한 내 달빛 그저 바라만보고 나를 위해 비춰주는 그런 사람 너는 내 하늘 하나뿐인 하늘 넌 나만의 바다 소중한 내 바다 서로 바라만 봐도 변함없이 미소 짓는 그런 사람 OH MY LOVE 어두운 골목에 등불이 돼줄게 어두운 바다에 등대가 돼줄게 아침이 올 때까지 햇빛이 들 때까지 내 곁에서 날 비춰줘 내 맘속에 있어줘 1 2 1 2 3 GO 너는 내 사랑 하나뿐인 사랑 넌 나만의 태양 하나뿐인 태양 그저 서로를 위해 아낌없이 줄 수 있는 그런 사람 너는 내 별빛 내 마음의 별빛 넌 나만의 달빛 소중한 내 달빛 그저 바라만보고 나를 위해 비춰주는 그런 사람 OH MY LOVE 슈비두바 빠빠빠 슈비두바 빠빠빠 랄랄랄라라 라라리라
20110525	아이유	내 손을 잡아	Female	발라드, 국내드라마	2	아이유	아이유	카카오 M	느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 어서 내 손을 잡아 우연히 고개를 돌릴 때 마다 눈이 마주치는 건 며칠 밤 내내 꿈속에 나타나 밤새 나를 괴롭히는 건 그 많은 빈자리 중에서 하필 내 옆자릴 고르는 건 나도 모르게 어느새 실없는 웃음 흘리고 있다는 건 그럼 말 다했지 뭐 우리 얘기 좀 할까 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 핸드폰 진동에 심장이 덜컥내려 앉는다는 건 오 나도 모르게 어느새 짓궂은 네 말투 자꾸 듣고 싶은걸 어떡해 저기 멀리 걸어온다 눈이 마주친다 언제까지 넌 모른척 할거니 사랑이 온거야 너와 나 말이야 네가 좋아 정말 못 견딜 만큼 그거면 된거야 더는 생각하지 말란 말이야 네 맘 가는 그대로 느낌이 오잖아 떨리고 있잖아 언제까지 눈치만 볼 거니 네 맘을 말해봐 딴청 피우지 말란 말이야 네 맘 가는 그대로 지금 내 손을 잡아 그냥 내 손을 잡아 지금 내 손을 잡아
20110512	비스트	비가 오는 날엔	Male	발라드	3	최규성, 용준형	최규성	큐브엔터테인먼트	세상이 어두워지고 조용히 비가 내리면 여전히 그대로 오늘도 어김없이 난 벗어나질 못하네 너의 생각 안에서 이제 끝이라는 걸 알지만 미련이란 걸 알지만 이제 아닐 걸 알지만 그까짓 자존심에 널 잡지 못했던 내가 조금 아쉬울 뿐이니까 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐가겠지 취했나 봐 그만 마셔야 될 것 같애 비가 떨어지니까 나도 떨어질 것 같애 뭐 네가 보고 싶다거나 그런 건 아냐 다만 우리가 가진 시간이 좀 날카로울 뿐 네가 참 좋아했었던 이런 날이면 아직 너무 생생한 기억을 꺼내놓고 추억이란 덫에 일부러 발을 들여놔 벗어나려고 발버둥조차 치지 않아 이제 너를 다 지워냈지만 모두 다 비워냈지만 또다시 비가 내리면 힘들게 숨겨놨던 너의 모든 기억들이 다시 돌아와 널 찾나 봐 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐가겠지 너에게로 이젠 돌아갈 길은 없지만 지금 행복한 너를 보며 난 그래도 웃어볼게 널 잡을 수 있었던 힘이 내겐 없었으니까 비가 오는 날엔 나를 찾아와 밤을 새워 괴롭히다 비가 그쳐가면 너도 따라서 서서히 조금씩 그쳐 가겠지 어차피 끝나버린 걸 이제 와 어쩌겠어 뒤늦게 후회나 하는 거지 덜떨어진 놈처럼 비는 항상 오니까 계속 반복되겠지 그치고 나면 그제서야 나도 그치겠지 비는 항상 오니까 계속 반복되겠지 그치고 나면 그제서야 나도 그치겠지
20110517	비스트	Fiction	Male	댄스	5	신사동 호랭이, 최규성, 용준형	신사동 호랭이, 최규성	큐브엔터테인먼트	아직 난 널 잊지 못하고 모든걸 다 믿지 못하고 이렇게 널 보내지 못하고 오늘도 다시 만들어볼게 우리 이야기 끝나지 않게 아주 기나긴 살갗을 파고 스며드는 상실감은 잠시 묻어둘게 새로 써 내려가 시작은 행복하게 웃고 있는 너와 나 네가 날 떠나지 못하게 배경은 출구가 없는 좁은 방 안 아무렇지 않게 네게 키스하고 달콤한 너의 곁을 떠나가질 못해 우린 끝이라는건 없어 이렇게 난 또 Fiction in Fiction 잊지 못하고 Fiction in Fiction 내 가슴 속에 끝나지 않을 이야길 쓰고 있어 널 붙잡을게 Fiction in Fiction 놓지 않을게 Fiction in Fiction in Fiction 끝나지 않은 너와 나의 이야기 속에서 오늘도 in Fiction 지금 여긴 행복한 이야기들밖에 없어 너무 행복한 우리 둘만의 이야기가 이렇게 현실과는 다르게 써 있어 점점 채워지고 있어 너는 나에게로 달려와서 안기고 품 안에 안긴 너를 나는 절대 놓지 못해 우린 끝이라는건 없어 이렇게 난 또 Fiction in Fiction 잊지 못하고 Fiction in Fiction 내 가슴 속에 끝나지 않을 이야길 쓰고 있어 널 붙잡을게 Fiction in Fiction 놓지 않을게 Fiction in Fiction in Fiction 끝나지 않은 너와 나의 이야기 속에서 오늘도 in Fiction 다시 한 번 더 말하지만 지금 너는 내 옆에 있다고 그렇게 믿고 있어 난 하지만 Fiction 난 목적을 잃어버린 작가 이 소설의끝은 어떻게 마무리 지어야 해 사랑해 사랑해 사랑해 사랑해 사랑해 이 세 글자만 써 내려가 무뎌진 펜 눈물로 얼룩진 낡은 종이 위로 행복할 수도 슬플 수도 없어 이 이야기는 지금 난 너무나도 행복한 생각에 이야기를 쓰지만 모든게 바램일 뿐이라고 여전히 난 행복한걸 Fiction in Fiction in Fiction 우리 함께인걸 Fiction in Fiction in Fiction 이제 시작인걸 Fiction in Fiction in Fiction 끝은 없는걸 Fiction in Fiction in Fiction
20110524	FT아일랜드	Hello Hello	Male	록/메탈	8	김도훈 (RBW), 이상호, 한성호	김도훈 (RBW), 이상호	FNC엔터테인먼트	안녕이란 말 Hello hello 이젠 Goodbye goodbye 말이야 사랑한단 말이야 못 잊는단 말이야 다시 돌아오란 말이야 아니야 이제 와서 이건 아니야 너와 나 정말 사랑했잖아 Listen up I Nobody nobody nobody no one 너 밖엔 없어 십 년이 지나도 강산이 변해도 너 밖엔 없어 바보야 날 보란 말이야 오늘도 너를 향해 소리쳐 안녕이란 말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야 말이야 보고 싶단 말이야 못 보낸단 말이야 제발 가지 말란 말이야 아니야 이별이란 말은 아니야 너와 나 아직 사랑하잖아 Listen up I 안녕이라 말하며 다가왔다 사랑이란 말로 날 바보로 만들었다 함께한 시간은 널 못 잊게 만들었다 그리고 떠나갔다 너밖에 없는 내게 넌 또 다른 안녕을 말한다 거짓말 날 보고 말해봐 정말 날 떠날 거란 말이니 안녕이란 말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야 Everybody say La la la Everybody say Ha ha ha Everybody say Ta ta ta Everybody say Hello hello hello 내가 널 부를 땐 Hello 네가 날 부를 땐 Goodbye 우리서로 다른 슬픈 인사말 사랑하니까 Hello hello 안돼 Goodbye goodbye 잡으려고 하면 멀어지는 나의 사랑 난 Hello hello Oh 넌 Goodbye goodbye 오늘도 외치는 널 부르는 인사말 Hello hello 이젠 Goodbye goodbye 잊으려고 자꾸 애를 써도 그게 안돼 난 Hello hello Oh 넌 Goodbye goodbye 아직까지 너를 사랑한단 말이야
20110518	써니힐	두근두근	Female	발라드, 국내드라마	14	Brian Kim	서재하	카카오 M	우린 첨부터 어울리지는 않았죠 다투기만 하고 속만 태우던 사이였었는데 참 이상한건요 어느새 맘이 통해서 곁에 없으면 미칠 것처럼 그댈 보고 싶은걸 특별한 나만의 님으로 설렘이 가득찬 선물로 점점 다가서는 그대를 어쩜 좋아요 그대 때문에 가슴이 이 심장이 두근두근 난 그대만을 사랑해 내 맘 가득 외치는 말 두 눈을 꼭 감고서 떨리는 입술을 내민 날 보면 먼저 안아주는 그댈 꿈꾸고 있죠 그대에 기대어 잠든 척 했었던 그 날 나보다 더 큰 그대의 심장 소리가 들려 왔죠 숨겨도 감출 수 없는건 꿈에도 원하고 있는건 세상 무엇보다 소중한 오직 한 사람 그대 때문에 가슴이 이 심장이 두근두근 난 그대만을 사랑해 내 맘 가득 외치는 말 두 눈을 꼭 감고서 떨리는 입술을 내민 날 보면 먼저 안아주는 그댈 꿈꾸고 있죠 이미 알고 있어요 그대 나와 같단걸 눈부시게 심장속에 새겨진 사랑인걸 그대 때문에 영원히 이 심장이 두근두근 난 그대만을 사랑해 내 맘 가득 행복한 말 두 팔 활짝 펼쳐서 떨리는 가슴을 내준 그대여 최고의 사랑을 가득 안겨 줄게요
